targetid,source_id,ra,dec,n_epochs,delta_rv,S,S_robust,S_min_loo,chi2_constant,chi2_pvalue,d_max,passed_hardening
39627932963967300,,0.0,0.0,3,33.41790114612684,10.147031069011081,3.927560434860158,3.927560434860158,105.96223951547616,0.0,16.766495970481596,False
2781032830992396,,0.0,0.0,3,26.27513686519582,1.0623224777749214,0.0,0.0,4.128529046785848,0.12691159676211272,2.5469328609510407,False
2781099075829767,,0.0,0.0,3,22.477959979903947,0.5787801472186366,0.0,0.0,3.3349864588144267,0.18871954980435413,1.887458559208834,False
39627818144893481,,0.0,0.0,4,81.30400609280224,27.381815136803645,7.230273942378188,7.230273942378188,753.7638001860893,0.0,31.807029371774185,True
39627818153281292,,0.0,0.0,5,254.66553114367707,3.605780157149966,1.2980816107247835,1.2980816107247835,18.001650541696435,0.0012331817583663973,3.775225803634854,False
39627836474003995,,0.0,0.0,3,23.949785705862666,12.232808088334442,0.0,0.0,152.64159372602055,0.0,15.98053071070281,False
2781014896148483,,0.0,0.0,3,32.36793255085405,1.4032184223787139,0.0,0.0,4.969021940903007,0.08336631313565768,2.9490034893540225,False
39627848566178737,,0.0,0.0,4,37.67547066560667,0.0,0.0,0.0,3.494352083415242,0.3214953757639212,1.9949124303266659,False
2781087247892482,,0.0,0.0,3,24.033154943652736,0.0,0.0,0.0,0.752040879241883,0.6865882992942989,0.8928955601185838,False
2781087247892487,,0.0,0.0,3,33.36216009071731,0.0,0.0,0.0,1.8793957115725894,0.3907458791309102,1.4987276955342443,False
2781093270913029,,0.0,0.0,3,28.91733996899319,1.1262242058951757,0.0,0.0,4.268380961944219,0.11834035037703217,2.4453014133608413,False
39627914903290992,,0.0,0.0,3,28.159391233428977,1.1967959957152474,0.0,0.0,4.4323206553600505,0.10902693385607798,2.6268511206634515,False
39627854404650206,,0.0,0.0,4,63.86720237986851,1.6851252790358193,0.0,0.0,6.839647206045548,0.07718823662921115,2.7870219837536396,False
39627818337830198,,0.0,0.0,4,26.10805618724595,2.143250516950572,0.0,0.0,8.593522778408893,0.03521308393821232,2.532927035527196,False
2802974891966464,,0.0,0.0,3,40.44529817217281,15.236700392038067,0.0,0.0,235.15703883673297,0.0,18.764462911035306,False
39627824377629622,,0.0,0.0,3,45.27734188967607,29.48248862932733,0.9547866402529818,0.9547866402529818,872.2171357784154,0.0,34.76489003252487,False
39627908657975574,,0.0,0.0,3,106.00875945160419,1.9393324951688218,0.0,0.0,6.761010526817728,0.03403025614683142,2.759015111495886,False
39627914890709632,,0.0,0.0,3,23.845953214959593,0.97367700137811,0.0,0.0,3.948046903012668,0.1388968855796,2.2953548649087474,False
39627908859301760,,0.0,0.0,3,24.34580224433971,1.1244917911554155,0.0,0.0,4.264481788375915,0.11857129020562995,2.1593255475114517,False
2803029086568448,,0.0,0.0,3,42.81173102422572,58.86690773551294,15.196387381887213,15.196387381887213,3468.3128263413932,0.0,79.96080262186882,True
39627926710257676,,0.0,0.0,3,25.082028260803327,1.4005216953964361,0.0,0.0,4.961461019276108,0.08368207269788797,1.9257869188115553,False
2781093044420623,,0.0,0.0,3,50.9358398429264,0.7023667067018341,0.0,0.0,3.4933189906831803,0.1743554067678008,2.467900263329991,False
2781087025594372,,0.0,0.0,3,79.40972105691259,1.7282575586630016,0.0,0.0,5.986874189075798,0.050114890747785745,2.5382830851923526,False
39627920695628197,,0.0,0.0,4,30.87625789846578,21.538068779992376,4.725137346312554,4.725137346312554,467.8884067716822,0.0,24.259013355647248,False
39627908649586545,,0.0,0.0,6,20.07779958911763,5.405195383887263,4.18174581664147,4.18174581664147,35.21613713799618,1.36235747505431e-06,3.8103309352461103,False
39627866622662101,,0.0,0.0,4,182.48350181313728,6.873023256143384,2.257087157078045,2.257087157078045,51.2384486794878,4.3520187453793824e-11,8.555529844527456,False
39627860603832969,,0.0,0.0,3,92.937575303948,2.3077284468894836,0.0,0.0,8.325610584582948,0.01556383551379903,6.373651483976735,False
39627854568228535,,0.0,0.0,4,139.63328688787817,14.693044137196788,1.6726472213848713,1.6726472213848713,219.8855460176129,0.0,37.34670292800761,False
2781033028124674,,0.0,0.0,3,20.09005447800537,0.6144515750032942,0.0,0.0,3.377550738024029,0.1847456307403661,2.297426575667319,False
39627884519756202,,0.0,0.0,4,89.62975718798529,50.05268553671873,30.739679837133842,30.739679837133842,2509.271329437652,0.0,50.30722967789912,True
39627896796482256,,0.0,0.0,3,42.25180101343104,1.209347060661825,0.0,0.0,4.462520313131396,0.10739301281999003,2.5549101100043923,False
39627896792288302,,0.0,0.0,3,26.594125128514296,43.667132793699324,0.0,0.0,1909.8184864225707,0.0,61.1901934585782,False
39627884737855612,,0.0,0.0,3,33.091703539451025,14.136895126617565,4.975954266626732,4.975954266626732,202.8518038209835,0.0,15.926720462453,False
39627884737856025,,0.0,0.0,3,74.29144792346769,5.317454603534526,0.0,0.0,31.275323460650526,1.6167758021268241e-07,6.490344425196604,False
39627890756682507,,0.0,0.0,4,30.474370114727805,10.694899807753021,4.168102943288473,4.168102943288473,118.3808818978756,0.0,11.939544746465204,False
39627878714836896,,0.0,0.0,5,20.3832012239104,5.055016787644519,2.6756409291569256,2.6756409291569256,30.553194723367913,3.775910432324281e-06,5.419915681744499,False
39627872687620772,,0.0,0.0,5,27.315275875393134,6.618775489206187,3.005529708211751,3.005529708211751,48.808188976516604,6.402360863688727e-10,7.188130370027841,False
39627884763022753,,0.0,0.0,3,21.964351141712307,0.0,0.0,0.0,1.7920629295475887,0.40818635158464334,1.7187656233662953,False
39627872708592692,,0.0,0.0,3,27.418608911349597,33.15323678579505,0.0,0.0,1102.1371093749942,0.0,44.00058872142351,False
2781039038562323,,0.0,0.0,3,24.85536040382307,0.955990653971631,0.0,0.0,3.9139181304811066,0.14128741412897816,2.330494579456802,False
39633255133088644,,0.0,0.0,3,110.66605500325372,1.5360174203970565,0.0,0.0,5.359349515763228,0.06858545740656019,3.059363084322473,False
39633258966682863,,0.0,0.0,3,43.74173855606428,16.676424778116843,2.834247171147573,2.834247171147573,281.10314338018935,0.0,23.393371096440394,False
39633270383577074,,0.0,0.0,4,45.61549014244483,5.802559054912861,0.0,0.0,37.66969158575124,3.3202285698585854e-08,6.922531212705182,False
39633277895575107,,0.0,0.0,3,28.592653490178833,6.707277400079622,0.0,0.0,47.98757012161886,3.798672487675958e-11,9.04795680452833,False
39633289018867915,,0.0,0.0,3,33.07005451279607,3.7786670935357756,1.9387990217624458,1.9387990217624458,17.278325003770107,0.0001770351067416076,4.327445622444542,False
39628374703872101,,0.0,0.0,5,45.914018085909575,4.204997822822314,2.5135080190582615,2.5135080190582615,22.6820066899404,0.0001465599465912959,4.919576790499274,False
39628396531024631,,0.0,0.0,4,26.487610559680576,7.2426483164559,2.5827897774731676,2.5827897774731676,56.45595463586148,3.357647493373861e-12,7.635407634590171,False
39628492450567642,,0.0,0.0,3,37.06579449123124,2.153924968135457,0.0,0.0,7.639392768357331,0.02193445953232298,2.7344592080355854,False
39628418207187899,,0.0,0.0,4,23.135031291213906,0.0,0.0,0.0,3.3218328874153524,0.34461545502699087,1.9159781986496567,False
39628444962657540,,0.0,0.0,3,38.95116713201034,1.3293533292967015,0.0,0.0,4.767180274112224,0.09221890398541222,3.128138160347699,False
39628065252315673,,0.0,0.0,5,29.98393260155322,1.6546003389263613,0.0,0.0,7.737702281575229,0.10167303670350591,2.423293846696197,False
39628065264894414,,0.0,0.0,3,58.616821642873646,4.273869966573462,0.0,0.0,21.265964491178643,2.4107628179281804e-05,5.665048507686633,False
39628071170482472,,0.0,0.0,3,60.50307863793793,6.393441025455447,1.5128040346439795,1.5128040346439795,43.876088145976794,2.967758261362974e-10,7.304663333513,False
39628118272509063,,0.0,0.0,3,37.021979115891185,8.210413226379696,1.0562681069901785,1.0562681069901785,70.41088534791066,5.551115123125783e-16,11.36475571088903,False
39628035560836476,,0.0,0.0,3,53.13276495031415,0.0,0.0,0.0,2.6316525483477977,0.26825258146195663,1.647717533808173,False
39628153500471111,,0.0,0.0,4,72.75808308192893,0.5227557810193699,0.0,0.0,4.273273606589171,0.2334274317351288,2.026472085921334,False
39628153500471500,,0.0,0.0,4,129.4335815686183,5.839761356770206,0.0,0.0,38.1028127040266,2.688299849396003e-08,6.626709441495128,False
39628170965552552,,0.0,0.0,5,27.870881151554386,3.6182313689543366,0.5349463423815747,0.5349463423815747,18.091598239285172,0.0011842512382428394,3.918179281419132,False
39628153466918994,,0.0,0.0,3,34.67516570084963,1.2586904862243282,0.0,0.0,4.584301740111636,0.1010488849271518,2.6904460645990866,False
39628047434915153,,0.0,0.0,3,21.03218559535434,14.031705068638473,3.7656250881562676,3.7656250881562676,199.88874713325464,0.0,17.70183649165667,False
39628053361463863,,0.0,0.0,3,144.30047350484563,10.16571461564791,2.6844661430187085,2.6844661430187085,106.34175364679754,0.0,11.490590264625622,False
39628124249398600,,0.0,0.0,4,76.2862115291988,3.7972214717911705,1.5672487547318523,1.5672487547318523,18.418890905831905,0.0003604657393287969,3.817919965293055,False
39628112455009701,,0.0,0.0,3,36.07917302484465,3.435459826602165,0.0,0.0,14.802384220197379,0.0006105245147013383,4.811009387065891,False
39628159200529168,,0.0,0.0,3,21.51927866631371,9.459203709816743,0.0,0.0,92.47653482381082,0.0,14.663644109528732,False
39628118385758243,,0.0,0.0,3,111.94663049821345,1.0816816532577476,0.0,0.0,4.170035198994414,0.12430493244221674,2.3095304001299586,False
39628118394149330,,0.0,0.0,4,117.94495404201592,1.4953436214053932,0.0,0.0,6.236052546077796,0.10067381442185874,2.2627783558183956,False
39628077113810442,,0.0,0.0,3,60.484733046635355,3.779334510818989,0.0,0.0,17.283369344667406,0.00017658915664442443,4.377341527774268,False
39628065243925423,,0.0,0.0,3,53.52244836856556,1.1356589724820587,0.0,0.0,4.2897213017790055,0.11708435150763274,3.294110855679874,False
39628118377371093,,0.0,0.0,5,77.18988941927662,0.0,0.0,0.0,3.5966116357100977,0.4633411603384515,1.276839986344947,False
39628130050117765,,0.0,0.0,4,26.798336498160364,1.4725646032221182,0.0,0.0,6.168446510662714,0.103696425366959,2.481621198057807,False
616088805698437178,,0.0,0.0,6,21.190461703375057,2.2248899559371456,1.0116346662597036,1.0116346662597036,10.950135316029993,0.05237766610917227,2.5186677305781684,False
39628053386630701,,0.0,0.0,3,29.134378462300745,0.0,0.0,0.0,1.2018775881036778,0.5482966567620706,1.44935449443986,False
39628112396289935,,0.0,0.0,3,40.28881788189791,0.0,0.0,0.0,1.179689255039659,0.5544134186308077,1.1576509969155402,False
2803263187451904,,0.0,0.0,4,34.023340310032225,36.06434795773664,22.04285879973163,22.04285879973163,1304.6371936167034,0.0,33.798292098192235,False
39628100731935732,,0.0,0.0,3,291.87330894232036,6.3946960781449915,0.0,0.0,43.89213793184293,2.9440372362188327e-10,8.189770655307496,False
39628141827721793,,0.0,0.0,3,29.40333356388576,0.0,0.0,0.0,0.2551334320350735,0.8802346881223141,0.5908650009169258,False
39628141827726441,,0.0,0.0,3,108.5291003380134,19.171281956165295,0.0,0.0,370.538051842789,0.0,21.873794530291217,False
39628165139663273,,0.0,0.0,3,68.12273021336429,0.0,0.0,0.0,2.519230848700393,0.28376313391001273,1.9887166126737774,False
39628153492081640,,0.0,0.0,4,70.13512215762182,0.0,0.0,0.0,2.3102064834780403,0.5105684361297931,1.6454765179747668,False
39627646778217103,,0.0,0.0,5,39.43856626359499,22.284868911592042,12.207957828406455,12.207957828406455,501.6153824068415,0.0,21.143710627028916,True
39627773404253355,,0.0,0.0,3,46.6236885959227,2.2555169832488233,0.0,0.0,8.087356861723872,0.017532860238565595,3.97133629035439,False
39627676897511491,,0.0,0.0,3,23.816498790049707,10.9941513117998,1.459619517878477,1.459619517878477,123.8713630667493,0.0,12.870175266087966,False
39627855100905299,,0.0,0.0,3,27.741753620635272,0.7100161723858002,0.0,0.0,3.5041229650493824,0.17341608049362567,2.5080396222346173,False
39627861140705397,,0.0,0.0,3,35.50200051348097,0.0,0.0,0.0,1.2725342099237271,0.5292644296715089,1.2275282479693106,False
39627861170065534,,0.0,0.0,3,55.83689125519663,1.5202059721095396,0.0,0.0,5.31102619763751,0.07026277766636857,3.9170734216495195,False
39627861161674700,,0.0,0.0,3,36.14687219601727,59.04334407584968,1.1775806062340224,1.1775806062340224,3489.116479659174,0.0,79.91142184731149,False
39627819080227074,,0.0,0.0,3,20.258253170494697,0.0,0.0,0.0,1.192205454225823,0.5509546781007412,1.096161391196005,False
39627861388167307,,0.0,0.0,3,26.107764633821375,3.3540023003910906,0.0,0.0,14.249331431028729,0.0008050020648528999,4.849524662180725,False
39627849300188170,,0.0,0.0,4,35.911504155006504,2.0955730915056177,0.6554603456382609,0.6554603456382609,8.391426581842412,0.038578250556740024,2.488136702880684,False
39627951439877745,,0.0,0.0,4,30.072611720541545,4.885290709044109,2.255833208493025,2.255833208493025,27.866065311872692,3.87489681252795e-06,5.950054814499086,False
39627885375390541,,0.0,0.0,4,26.08020669428352,1.8113262583745138,0.0,0.0,7.280902814277016,0.06346346169487194,2.847589588481873,False
39627891394221223,,0.0,0.0,3,24.634415566661716,0.0,0.0,0.0,2.541760321633733,0.280584553534597,2.2353068275414634,False
39627897421436466,,0.0,0.0,4,73.22467137282,28.937442840221745,19.065457175791394,19.065457175791394,841.3755981311008,0.0,27.322081230058753,True
39627927431678264,,0.0,0.0,3,48.9300434133108,61.84722435322701,0.0,0.0,3828.0791601983965,0.0,78.58167805417571,False
39627824948052107,,0.0,0.0,3,138.5663139013812,2.1130384350858127,0.0,0.0,7.4649314281499,0.023933749238952418,2.554862235745575,False
39627818895673032,,0.0,0.0,4,37.595019977667825,0.0,0.0,0.0,0.9917366357401622,0.8032514377132928,0.9546236227342932,False
39627818899866767,,0.0,0.0,3,53.61308725710367,7.9032460998111755,0.0,0.0,65.46129891418056,6.106226635438361e-15,13.77632566521793,False
39627873299989214,,0.0,0.0,3,35.91561757177357,36.401513098643406,17.62158795393922,17.62158795393922,1328.0701558707076,0.0,36.06338969498752,True
39627885354419638,,0.0,0.0,3,20.62280691212819,2.5302667099938363,0.0,0.0,9.402249623703032,0.009085052377742375,3.654801114205269,False
39627897408853616,,0.0,0.0,3,26.92901715821651,14.217607737652896,1.7993628458742243,1.7993628458742243,205.1403697817675,0.0,17.993300690434324,False
39627849107245877,,0.0,0.0,4,30.601524913841757,0.0,0.0,0.0,1.9186343505179815,0.5894649667819527,1.5615180397167032,False
39627800591731607,,0.0,0.0,4,20.6568665286026,20.050935330324876,12.14881469215077,12.14881469215077,406.04000762087037,0.0,22.09116152303619,True
39627873115441593,,0.0,0.0,4,25.319626178579284,2.9167965835227854,0.0,0.0,12.507702309650192,0.005831727428627365,3.6012739225926858,False
39627867084033307,,0.0,0.0,4,23.377156662710753,1.039725063221581,0.0,0.0,5.081028207091121,0.1659591088307356,2.247663568689664,False
39627849316965299,,0.0,0.0,3,52.775070385412455,4.359882595835214,0.0,0.0,22.008576249466802,1.6630235150305595e-05,6.765252708478238,False
39627885337641714,,0.0,0.0,4,39.79311461381647,6.998952761712926,4.6408834397657,4.6408834397657,52.98533976068899,1.846600650168284e-11,5.831115346899233,False
39627788537300725,,0.0,0.0,3,43.10855144711848,0.9979853710664695,0.0,0.0,3.9959748008626788,0.13560793324489173,3.962183585293559,False
39627788533105593,,0.0,0.0,3,149.26927771355295,33.51412670202278,7.136153489923196,7.136153489923196,1126.196688599236,0.0,36.4728543476667,True
39627788533109489,,0.0,0.0,7,137.56892310931798,3.254761994988978,0.9200708265266818,0.9200708265266818,17.593475644024632,0.007332632145442997,3.289283324788799,False
39627843222635554,,0.0,0.0,3,38.81526273433522,5.202640791337637,0.5416965514698625,0.5416965514698625,30.067471203690317,2.957546528792321e-07,7.908080527218092,False
39627927440068877,,0.0,0.0,5,41.23352562147486,7.225723869537772,4.217834237149173,4.217834237149173,57.211085438807906,1.1172285319105413e-11,6.783526510619666,False
39627806681860860,,0.0,0.0,6,29.928858535502634,28.69515518661885,18.50286783280589,18.50286783280589,829.4119311841388,0.0,27.325356338584402,True
39627897392075378,,0.0,0.0,3,21.174381993056784,1.536661697342653,0.0,0.0,5.361329172080003,0.06851760317711686,5.032380739385217,False
39636729577078876,,0.0,0.0,5,85.08684885556642,5.939981513273665,0.0,0.0,40.283380378032895,3.781941437797087e-08,6.926956686031587,False
39627873262243053,,0.0,0.0,5,21.119103221604803,10.051406969566388,7.460407909174529,7.460407909174529,106.03078206784777,0.0,8.084536068707676,True
2781039592210437,,0.0,0.0,3,26.509574110873974,0.871454847226564,0.0,0.0,3.759433550754674,0.15263332915268502,2.217494696668754,False
39627879293650909,,0.0,0.0,3,30.99244468390954,7.717123080245968,3.606601883209484,3.606601883209484,62.55398863566502,2.609024107869118e-14,8.801986568709012,False
39627873274826774,,0.0,0.0,6,40.31773806914373,9.863040849957054,7.90386992835433,7.90386992835433,103.27957480792155,0.0,7.224662590679459,True
39627819055062092,,0.0,0.0,3,88.36214119530194,5.42843018638477,0.0,0.0,32.46785428845339,8.906252868534636e-08,8.756749348989496,False
39627800621091024,,0.0,0.0,3,99.40373751782774,2.2700755630503404,0.0,0.0,8.153243061958321,0.01696468360174397,6.48494100499395,False
39627806673474310,,0.0,0.0,6,32.018221372253734,0.0,0.0,0.0,5.894528455799817,0.31661744411769477,1.696221278520842,False
39627927456842345,,0.0,0.0,3,195.5521107560054,3.1928366257882552,0.7650905676232469,0.7650905676232469,13.194205718974931,0.0013643149294910728,3.587589215913081,False
39627927456845109,,0.0,0.0,3,38.85839569934151,0.0,0.0,0.0,0.8356365147588406,0.6584818917751477,0.9431234577614964,False
39627921446404495,,0.0,0.0,4,34.059588642233024,4.686405622884337,3.403633824034418,3.403633824034418,25.96239766220193,9.711874530804465e-06,4.002442370284401,False
39627800684005157,,0.0,0.0,3,196.12775518268097,7.6110957325633795,0.0,0.0,60.92877825024449,5.88418203051333e-14,11.952444442123038,False
39627794635819909,,0.0,0.0,3,99.26017887770206,16.23271323247397,5.955187587300089,5.955187587300089,266.50097888773547,0.0,15.722732185535577,True
2781009242226703,,0.0,0.0,4,37.440510198948346,1.5084851912859851,0.0,0.0,6.275527572329115,0.098948172668341,2.016393302549136,False
39627830996241478,,0.0,0.0,3,90.00677781220696,1.367763381856161,0.0,0.0,4.870776668746602,0.08756373643602744,5.154104311045699,False
2781039554461713,,0.0,0.0,4,23.159736399541874,0.0,0.0,0.0,3.351542771394228,0.34053303679202407,1.5543354964083693,False
616088649682911679,,0.0,0.0,7,21.256817547906014,0.0,0.0,0.0,2.5352907469225605,0.8644973494542776,1.2176647980698545,False
39627794568709619,,0.0,0.0,4,27.87767119213835,2.904309116458832,1.137444284265757,1.137444284265757,12.435011443945882,0.006032288176538114,3.0168598704388003,False
39627806639917685,,0.0,0.0,3,21.424981260691922,6.337389733318938,0.0,0.0,43.16250863197628,4.2401415711879054e-10,9.19818819156364,False
39627800600117994,,0.0,0.0,5,26.136917547149814,23.292840509402808,16.883218886904995,16.883218886904995,547.5564189964764,0.0,18.804800306085017,True
39627957500645349,,0.0,0.0,3,55.85762561159943,1.8742537107230242,0.0,0.0,6.512826972159026,0.038526325733415745,3.2081676666359287,False
39627855298040863,,0.0,0.0,3,46.46816908269456,2.478907849953469,0.0,0.0,9.14498412856093,0.010332179152937382,4.049529401624897,False
39627830824277729,,0.0,0.0,3,71.69416836682089,1.8828755132421753,0.0,0.0,6.545220198366985,0.0379073558799653,3.2454062546525804,False
39627843021314132,,0.0,0.0,3,156.64222871624887,18.531069343977286,10.34444684704379,10.34444684704379,346.4005310312948,0.0,16.961651563217252,True
39627897337546423,,0.0,0.0,3,59.65646576973025,0.30886773224074143,0.0,0.0,3.0953992760195383,0.21273678300170973,2.81441454954281,False
39627836943767305,,0.0,0.0,3,23.345370227947324,6.5589040591630425,0.0,0.0,46.01922245730543,1.0163725416845182e-10,9.062200445631534,False
39627836998288477,,0.0,0.0,5,54.340073396997255,0.0,0.0,0.0,3.9685335192145192,0.41028112455143617,1.8809315123398058,False
39627830958491142,,0.0,0.0,7,22.788970581386764,10.948947741770224,0.0,0.0,126.87945665201529,0.0,11.495620497986012,False
39627843012920813,,0.0,0.0,3,62.55531239946177,1.636786198904669,0.0,0.0,5.679069060924795,0.05845286766251123,3.370408995122596,False
2781003529584697,,0.0,0.0,3,34.870126542711034,0.0,0.0,0.0,1.8023055051339028,0.40610125555062415,1.9647514981028527,False
